Date,DOY,Site,Latitude,Longitude,Soil order,Soil suborder,Form,Maturity,Health status,Species,Family,Rep,Leaf,Time,Tleaf,Photo,Cond,Ci,Trmmol,VpdL,Tair,TBlk,CO2R,CiCa,CO2S,Methods
29-Mar-16,89,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Heisteria scandens,Olacaceae,1,100,8.175555556,26.70176697,8.349568712,0.142338253,287,1.748596164,1.246405571,26.31585121,25.977,402.9,0.712,392.6301575,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Mar-16,89,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Heisteria scandens,Olacaceae,1,100,8.129444444,25.83721352,7.881709804,0.185441753,315,1.894728749,1.05249503,24.80274963,24.025,403,0.782,392.6831665,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Mar-16,89,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Heisteria scandens,Olacaceae,1,100,8.3375,27.38877487,8.021052569,0.114123443,269,1.585744301,1.395506293,26.5204792,25.969,403,0.667,393.4232178,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Mar-16,89,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Heisteria scandens,Olacaceae,1,100,8.110277778,25.7694416,8.127461025,0.138307454,289,1.484817275,1.089028191,24.79647064,24.025,403.1,0.717,392.645813,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Mar-16,89,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Heisteria scandens,Olacaceae,1,100,8.270555556,27.17486,7.449510076,0.112295321,276,1.522978937,1.361672338,26.42340088,25.967,403.1,0.685,395.3440247,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Mar-16,89,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Heisteria scandens,Olacaceae,1,100,8.301666667,27.1271019,6.053847138,0.111795984,298,1.504609612,1.351066933,26.46245766,25.969,403.3,0.739,395.2183533,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Mar-16,89,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Heisteria scandens,Olacaceae,1,100,8.199444444,26.81464005,8.279033611,0.146266367,291,1.813793385,1.259620383,26.36826897,25.97,403.7,0.721,392.8890991,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Mar-16,89,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Heisteria scandens,Olacaceae,1,100,8.527222222,27.30877304,6.530783306,0.093379359,273,1.298478892,1.38712735,26.57866478,25.968,403.7,0.676,,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,11.756,33.998,7.114,0.118,265.3,3.35,2.808,33.906,33.991,389.9,0.68,379.9,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,11.629,33.159,10.737,0.134,229.4,3.418,2.547,32.646,32.033,390,0.588,375.6,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,11.769,33.825,6.275,0.083,243,2.431,2.862,33.927,34.001,390,0.623,381.4,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,11.741,33.756,6.163,0.076,235,2.235,2.865,33.858,34.003,390.1,0.602,381.5,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,11.61,34.908,7.408,0.152,305.2,4.482,2.949,32.722,32.046,390.1,0.782,381.7,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,11.704,32.903,9.184,0.141,255.6,3.478,2.478,32.577,32.044,390.2,0.655,376,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,11.617,33.397,10.172,0.166,259.7,4.16,2.528,32.702,32.038,390.2,0.666,380.1,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,11.692,33.716,7.429,0.09,230.1,2.575,2.817,32.595,32.038,390.2,0.59,377.6,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,11.647,33.138,7.787,0.08,207.8,2.196,2.687,32.61,32.036,390.3,0.532,381,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,11.722,33.421,6.706,0.094,249,2.59,2.724,33.225,34.214,390.3,0.638,380,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,11.79,33.894,8.022,0.112,246.6,3.169,2.793,33.988,33.991,390.3,0.632,379.2,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,11.825,34.165,7.532,0.102,242.6,2.982,2.897,34.05,33.991,390.3,0.622,379.9,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,11.598,33.69,7.09,0.079,219.1,2.278,2.839,32.682,32.044,390.4,0.561,380.9,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,11.857,34.118,5.978,0.07,227.2,2.132,2.983,34.015,33.994,390.5,0.582,382.3,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,12.334,35.142,6.503,0.07,214,2.418,3.349,35.703,36.146,390.5,0.548,381.6,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,11.84,34.011,6.679,0.105,260.8,3.021,2.849,34.018,33.995,390.6,0.668,381.7,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,11.871,34.07,6.882,0.107,259.6,3.095,2.857,33.99,33.998,390.6,0.665,381.2,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,11.802,34.189,6.397,0.089,248.7,2.673,2.938,34.004,34,390.6,0.637,380.9,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,11.881,34.398,5.455,0.059,218.1,1.889,3.097,33.97,33.996,390.7,0.558,383.3,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,12.309,35.328,5.907,0.07,227.5,2.44,3.394,35.774,36.149,390.7,0.582,382.5,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,12.367,35,7.291,0.084,222.6,2.822,3.275,35.662,36.147,390.8,0.57,380.9,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,12.353,35.163,7.176,0.076,210.4,2.61,3.345,35.676,36.147,390.8,0.538,384.7,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,12.288,35.421,4.423,0.05,223.5,1.808,3.494,35.786,36.141,390.8,0.572,380.8,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,13.109,37.585,6.501,0.117,267.3,4.728,3.977,40.305,42.011,390.9,0.684,383.9,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,13.106,38.163,4.516,0.054,226.3,2.505,4.443,40.344,42.015,390.9,0.579,385.9,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,13.213,38.864,4.739,0.058,227,2.794,4.639,40.661,42.015,390.9,0.581,384.3,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,13.249,39.022,2.563,0.028,214.5,1.42,4.849,40.736,42.015,390.9,0.549,383.8,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,13.24,39.518,4.774,0.073,296.4,3.629,4.786,40.627,42.012,390.9,0.758,387.2,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,13.217,39.676,3.989,0.106,294.9,5.093,4.684,40.543,42.015,390.9,0.754,381,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,12.393,35.252,5.618,0.067,229.6,2.363,3.416,35.713,36.146,391,0.587,385.1,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,13.199,38.399,4.966,0.099,276.9,4.364,4.288,40.576,42.012,391,0.708,385.8,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,13.236,39.11,3.585,0.04,214.6,1.992,4.82,40.699,42.015,391,0.549,383.2,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,13.229,39.203,3.434,0.08,288.6,3.843,4.642,40.636,42.012,391,0.738,383.1,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,11.568,32.886,6.759,0.137,285.3,3.397,2.485,32.509,32.046,391.1,0.729,385.2,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,12.412,35.151,7.383,0.081,215.1,2.773,3.347,35.711,36.147,391.1,0.55,387.5,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,13.129,38.159,6.819,0.072,206.1,3.251,4.349,40.479,42.009,391.1,0.527,381.4,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,13.254,38.947,2.505,0.026,208.1,1.319,4.829,40.772,42.015,391.1,0.532,381,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,13.225,39.166,4.079,0.042,204.3,2.123,4.828,40.687,42.014,391.1,0.522,381.4,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,13.135,38.33,5.698,0.118,293.5,5.059,4.203,40.452,42.011,391.2,0.75,383.2,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,11.561,32.831,5.807,0.091,264.2,2.384,2.587,32.467,32.05,391.3,0.675,383.2,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,13.181,38.359,6.057,0.065,208.8,2.99,4.438,40.57,42.013,391.3,0.534,382.7,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,11.552,32.678,8.312,0.108,240.5,2.732,2.5,32.408,32.048,391.4,0.614,382.5,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,12.421,35.426,6.295,0.084,242.1,2.943,3.419,35.742,36.15,391.4,0.619,380.2,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,12.444,35.66,5.385,0.052,198.8,1.946,3.611,35.847,36.143,391.4,0.508,384,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,10.962,30.882,7.729,0.114,259.6,2.341,2.046,29.839,29.118,393,0.661,382.6,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,10.948,30.54,9.801,0.197,304.9,3.506,1.824,29.866,29.122,393.4,0.775,382.4,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,10.91,30.621,7.004,0.089,243.9,1.83,2.042,29.845,29.118,393.7,0.62,384.4,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,10.93,30.845,9.3,0.133,254.1,2.649,2.003,29.847,29.121,393.7,0.645,381.3,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,10.886,31.103,7.561,0.125,271.7,2.589,2.074,29.887,29.119,393.8,0.69,383.5,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,10.812,28.447,7.28,0.323,336.7,3.764,1.248,29.964,29.118,394.1,0.854,383.8,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,10.868,30.831,7.655,0.113,260.7,2.304,2.035,29.953,29.119,394.1,0.662,383.7,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,10.703,30.404,8.484,0.123,258.4,2.362,1.919,29.809,29.123,394.2,0.656,382.9,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,10.722,30.557,11.117,0.166,257.2,2.994,1.835,29.822,29.113,394.4,0.652,379.7,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,10.833,31.019,8.809,0.159,278.6,3.12,1.985,29.984,29.117,394.4,0.706,382.4,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,10.792,30.743,9.752,0.139,254.8,2.721,1.963,29.993,29.119,394.7,0.646,381.8,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,10.751,30.778,9.914,0.163,224.3,1.374,2.125,29.921,29.124,394.9,0.568,383.9,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,10.774,31.439,8.149,0.124,262.8,2.664,2.155,29.968,29.12,394.9,0.665,387.2,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,9.58,26.582,9.516,0.184,280.7,1.962,1.096,25.295,24.029,396.9,0.707,383.4,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,9.833,27.766,9.274,0.271,318.3,3.154,1.227,26.887,25.996,397.2,0.801,384.6,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,9.858,28.086,11.526,0.336,314.2,3.818,1.222,26.896,25.997,397.2,0.791,381.6,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,10.806,29.978,11.727,0.295,305.4,3.446,1.239,26.857,26.002,397.2,0.769,381.6,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,9.732,28.048,9.345,0.233,308.6,2.933,1.309,26.744,25.999,397.3,0.777,384.7,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,9.869,28.58,8.966,0.22,316.2,3.023,1.425,26.888,26,397.3,0.796,386.3,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,9.795,28.94,9.966,0.28,315,3.305,1.247,26.869,25.998,397.3,0.793,383.9,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,9.684,26.283,8.384,0.551,351.6,4.327,0.903,25.399,24.043,397.4,0.885,385.4,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,9.773,27.806,8.126,0.151,289.3,2.035,1.364,26.888,25.999,397.5,0.728,386.8,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,9.751,27.913,9.247,0.2,299.5,2.573,1.323,26.807,26.002,397.6,0.753,385.3,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,9.658,27.186,9.537,0.392,336,3.711,1.037,25.363,24.02,398.8,0.843,385.6,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,9.634,26.68,9.275,0.224,301.1,2.34,1.087,25.355,24.036,399,0.755,385.6,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,9.454,26.568,9.179,0.557,345.9,4.105,0.848,25.184,24.035,399.2,0.866,385.1,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,9.434,26.386,8.086,0.189,300.8,2.012,1.096,25.156,24.035,400.2,0.752,388.4,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,9.364,26.759,9.56,0.26,311.2,2.622,1.062,25.17,24.032,401.4,0.775,387.5,see Slot & Winter 2017. doi: 10.1111/nph.14469
29-Apr-16,119,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Liana,Mature,Healthy,Tontelea ovalifolia,Celastraceae,1,100,9.349,26.037,8.372,0.182,286.8,1.853,1.043,25.157,24.026,401.9,0.714,388.6,see Slot & Winter 2017. doi: 10.1111/nph.14469
25-Apr-16,115,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Tree,Mature,Healthy,Anacardium excelsum,Anacardiaceae,1,100,10.34,30.499,17.035,0.367,274.3,5.24,1.87,30.56,30.09,388.9,0.705,365.84,see Slot & Winter 2017. doi: 10.1111/nph.14469
25-Apr-16,115,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Tree,Mature,Healthy,Anacardium excelsum,Anacardiaceae,1,100,10.325,30.78,16.158,0.296,262.7,4.94,1.88,30.65,30.1,389.1,0.675,367.42,see Slot & Winter 2017. doi: 10.1111/nph.14469
25-Apr-16,115,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Tree,Mature,Healthy,Anacardium excelsum,Anacardiaceae,1,100,10.306,30.453,15.393,0.429,294.1,5.99,1.74,30.61,30.09,389.2,0.756,367.87,see Slot & Winter 2017. doi: 10.1111/nph.14469
25-Apr-16,115,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Tree,Mature,Healthy,Anacardium excelsum,Anacardiaceae,1,100,10.376,30.35,16.173,0.411,287.4,5.65,1.9,31.93,32.05,389.3,0.738,367.12,see Slot & Winter 2017. doi: 10.1111/nph.14469
25-Apr-16,115,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Tree,Mature,Healthy,Anacardium excelsum,Anacardiaceae,1,100,10.456,31.352,16.385,0.404,284,6.77,1.83,32.09,32.05,389.3,0.73,367.12,see Slot & Winter 2017. doi: 10.1111/nph.14469
25-Apr-16,115,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Tree,Mature,Healthy,Anacardium excelsum,Anacardiaceae,1,100,10.282,30.594,14.653,0.378,290.9,5.86,1.73,30.51,30.09,389.5,0.747,367.12,see Slot & Winter 2017. doi: 10.1111/nph.14469
25-Apr-16,115,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Tree,Mature,Healthy,Anacardium excelsum,Anacardiaceae,1,100,10.413,31.064,13.161,0.317,288,3.98,2.16,30.62,30.1,389.5,0.739,371.16,see Slot & Winter 2017. doi: 10.1111/nph.14469
25-Apr-16,115,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Tree,Mature,Healthy,Anacardium excelsum,Anacardiaceae,1,100,10.293,30.596,17.375,0.374,274.3,6.03,1.73,30.63,30.09,389.6,0.704,369.27,see Slot & Winter 2017. doi: 10.1111/nph.14469
25-Apr-16,115,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Tree,Mature,Healthy,Anacardium excelsum,Anacardiaceae,1,100,10.473,31.883,15.473,0.255,253.2,6.96,1.88,32.21,32.04,389.6,0.65,368.67,see Slot & Winter 2017. doi: 10.1111/nph.14469
25-Apr-16,115,FTS,9°16051.7100, 79°58028.2700,Histosol,Saprist,Tree,Mature,Healthy,Anacardium excelsum,Anacardiaceae,1,100,10.498,31.604,16.992,0.406,281.1,6.29,2.02,32.19,32.04,389.8,0.721,366.29,see Slot & Winter 2017. doi: 10.1111/nph.14469
